Protein ID,Entry Name,Gene,Protein,Protein name,Protein Length,Organism,Protein Existence,Protein Probability,Top Peptide Probability,PD1,CTRL,log2FC_PD1_vs_CTRL,time
O95140,MFN2_HUMAN,MFN2,sp|O95140|MFN2_HUMAN,Mitofusin-2,757,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.601893997288063,-7.601893997288063,4 h
O95149,SPN1_HUMAN,SNUPN,sp|O95149|SPN1_HUMAN,Snurportin-1,360,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.751442970614645,14.261018901207494,0.4904240694071511,4 h
O95159,ZFPL1_HUMAN,ZFPL1,sp|O95159|ZFPL1_HUMAN,Zinc finger protein-like 1,310,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.191761170663863,14.035546880822658,0.15621428984120556,4 h
O95163,ELP1_HUMAN,ELP1,sp|O95163|ELP1_HUMAN,Elongator complex protein 1,1332,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.323122029187752,15.037539551664143,0.28558247752360977,4 h
O95166,GBRAP_HUMAN,GABARAP,sp|O95166|GBRAP_HUMAN,Gamma-aminobutyric acid receptor-associated protein,117,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.483931919419451,14.801502561054232,0.6824293583652192,4 h
O95168,NDUB4_HUMAN,NDUFB4,sp|O95168|NDUB4_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,129,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.588893995097492,15.593785512843947,-8.004891517746454,4 h
O95178,NDUB2_HUMAN,NDUFB2,sp|O95178|NDUB2_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",105,Homo sapiens,1:Experimental evidence at protein level,0.8961,0.9984,0.0,0.0,0.0,4 h
O95182,NDUA7_HUMAN,NDUFA7,sp|O95182|NDUA7_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,113,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.482346427423444,14.176240518735092,0.30610590868835175,4 h
O95183,VAMP5_HUMAN,VAMP5,sp|O95183|VAMP5_HUMAN,Vesicle-associated membrane protein 5,116,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.7747828028652,14.001314485158751,0.773468317706449,4 h
O95202,LETM1_HUMAN,LETM1,sp|O95202|LETM1_HUMAN,Mitochondrial proton/calcium exchanger protein,739,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.052643817932914,15.805211015348807,0.2474328025841075,4 h
O95219,SNX4_HUMAN,SNX4,sp|O95219|SNX4_HUMAN,Sorting nexin-4,450,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.180700371215812,0.0,7.180700371215812,4 h
O95229,ZWINT_HUMAN,ZWINT,sp|O95229|ZWINT_HUMAN,ZW10 interactor,277,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.315609392504523,6.940772281530411,0.374837110974112,4 h
O95232,LC7L3_HUMAN,LUC7L3,sp|O95232|LC7L3_HUMAN,Luc7-like protein 3,432,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.114648958456094,17.057911962764432,0.05673699569166146,4 h
O95235,KI20A_HUMAN,KIF20A,sp|O95235|KI20A_HUMAN,Kinesin-like protein KIF20A,890,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.775461452759746,6.5926254979154155,7.182835954844331,4 h
O95239,KIF4A_HUMAN,KIF4A,sp|O95239|KIF4A_HUMAN,Chromosome-associated kinesin KIF4A,1232,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.460081190849067,7.194068561822598,7.266012629026469,4 h
O95243,MBD4_HUMAN,MBD4,sp|O95243|MBD4_HUMAN,Methyl-CpG-binding domain protein 4,580,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,4 h
O95249,GOSR1_HUMAN,GOSR1,sp|O95249|GOSR1_HUMAN,Golgi SNAP receptor complex member 1,250,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.708605765375403,16.40168392321778,0.30692184215762097,4 h
O95251,KAT7_HUMAN,KAT7,sp|O95251|KAT7_HUMAN,Histone acetyltransferase KAT7,611,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.934277540779318,14.665023872982712,0.2692536677966064,4 h
O95292,VAPB_HUMAN,VAPB,sp|O95292|VAPB_HUMAN,Vesicle-associated membrane protein-associated protein B/C,243,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.340282228817458,15.915373156122023,0.424909072695435,4 h
O95295,SNAPN_HUMAN,SNAPIN,sp|O95295|SNAPN_HUMAN,SNARE-associated protein Snapin,136,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.774915508012558,7.2666896894258945,7.508225818586664,4 h
O95298,NDUC2_HUMAN,NDUFC2,sp|O95298|NDUC2_HUMAN,NADH dehydrogenase [ubiquinone] 1 subunit C2,119,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.284992969142218,15.14654053290882,0.13845243623339876,4 h
O95299,NDUAA_HUMAN,NDUFA10,sp|O95299|NDUAA_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",355,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.482768752401775,15.017861130780759,0.4649076216210162,4 h
O95336,6PGL_HUMAN,PGLS,sp|O95336|6PGL_HUMAN,6-phosphogluconolactonase,258,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.83410302960304,17.10488157740967,-0.270778547806632,4 h
O95347,SMC2_HUMAN,SMC2,sp|O95347|SMC2_HUMAN,Structural maintenance of chromosomes protein 2,1197,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.05357065063957,16.623853537926244,0.4297171127133268,4 h
O95363,SYFM_HUMAN,FARS2,sp|O95363|SYFM_HUMAN,"Phenylalanine--tRNA ligase, mitochondrial",451,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.534716764732347,-7.534716764732347,4 h
O95372,LYPA2_HUMAN,LYPLA2,sp|O95372|LYPA2_HUMAN,Acyl-protein thioesterase 2,231,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.551221680156386,15.8208025869899,-0.26958090683351443,4 h
O95373,IPO7_HUMAN,IPO7,sp|O95373|IPO7_HUMAN,Importin-7,1038,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.010739362382147,16.179922969204114,-0.1691836068219672,4 h
O95376,ARI2_HUMAN,ARIH2,sp|O95376|ARI2_HUMAN,E3 ubiquitin-protein ligase ARIH2,493,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.394019667787587,-7.394019667787587,4 h
O95391,SLU7_HUMAN,SLU7,sp|O95391|SLU7_HUMAN,Pre-mRNA-splicing factor SLU7,586,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.518536863989222,7.655778679761366,-0.13724181577214445,4 h
O95396,MOCS3_HUMAN,MOCS3,sp|O95396|MOCS3_HUMAN,Adenylyltransferase and sulfurtransferase MOCS3,460,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.3757567572340985,14.015895014258946,-6.640138257024848,4 h
O95400,CD2B2_HUMAN,CD2BP2,sp|O95400|CD2B2_HUMAN,CD2 antigen cytoplasmic tail-binding protein 2,341,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.101355321922044,15.031308007907528,0.07004731401451636,4 h
O95433,AHSA1_HUMAN,AHSA1,sp|O95433|AHSA1_HUMAN,Activator of 90 kDa heat shock protein ATPase homolog 1,338,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.855647464943395,17.934994154211026,-0.07934668926763067,4 h
O95453,PARN_HUMAN,PARN,sp|O95453|PARN_HUMAN,Poly(A)-specific ribonuclease PARN,639,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.26585980348601,16.070911512613844,0.19494829087216559,4 h
O95470,SGPL1_HUMAN,SGPL1,sp|O95470|SGPL1_HUMAN,Sphingosine-1-phosphate lyase 1,568,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.562214414690668,15.588713714059867,-8.026499299369199,4 h
O95475,SIX6_HUMAN,SIX6,sp|O95475|SIX6_HUMAN,Homeobox protein SIX6,246,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.245142126012189,7.105247476440648,0.13989464957154052,4 h
O95478,NSA2_HUMAN,NSA2,sp|O95478|NSA2_HUMAN,Ribosome biogenesis protein NSA2 homolog,260,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.375650065385571,15.261311990451766,0.11433807493380499,4 h
O95486,SC24A_HUMAN,SEC24A,sp|O95486|SC24A_HUMAN,Protein transport protein Sec24A,1093,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.732812407715555,7.111141123799393,0.6216712839161618,4 h
O95551,TYDP2_HUMAN,TDP2,sp|O95551|TYDP2_HUMAN,Tyrosyl-DNA phosphodiesterase 2,362,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.31933725095308,15.095360671457094,0.22397657949598582,4 h
O95562,SFT2B_HUMAN,SFT2D2,sp|O95562|SFT2B_HUMAN,Vesicle transport protein SFT2B,160,Homo sapiens,1:Experimental evidence at protein level,0.9719,0.999,7.187465157630197,14.3074542143396,-7.119989056709403,4 h
O95563,MPC2_HUMAN,MPC2,sp|O95563|MPC2_HUMAN,Mitochondrial pyruvate carrier 2,127,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.544491376738593,14.73556653942753,-0.19107516268893754,4 h
O95568,MET18_HUMAN,METTL18,sp|O95568|MET18_HUMAN,Histidine protein methyltransferase 1 homolog,372,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.37094866452033,7.533513789521553,-0.16256512500122344,4 h
O95571,ETHE1_HUMAN,ETHE1,sp|O95571|ETHE1_HUMAN,"Persulfide dioxygenase ETHE1, mitochondrial",254,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.960220747410798,13.986338041170535,-0.026117293759737592,4 h
O95573,ACSL3_HUMAN,ACSL3,sp|O95573|ACSL3_HUMAN,Fatty acid CoA ligase Acsl3,720,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.9307715378348,15.504521599743521,0.42624993809127965,4 h
O95602,RPA1_HUMAN,POLR1A,sp|O95602|RPA1_HUMAN,DNA-directed RNA polymerase I subunit RPA1,1720,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,8.58620042231905,17.25497433536752,-8.66877391304847,4 h
O95613,PCNT_HUMAN,PCNT,sp|O95613|PCNT_HUMAN,Pericentrin,3336,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,12.212483353777024,7.543636480601875,4.668846873175149,4 h
O95619,YETS4_HUMAN,YEATS4,sp|O95619|YETS4_HUMAN,YEATS domain-containing protein 4,227,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.728945909638313,15.04105535961541,0.6878905500229031,4 h
O95625,ZBT11_HUMAN,ZBTB11,sp|O95625|ZBT11_HUMAN,Zinc finger and BTB domain-containing protein 11,1053,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.635806522753225,7.35208408109928,0.28372244165394545,4 h
O95630,STABP_HUMAN,STAMBP,sp|O95630|STABP_HUMAN,STAM-binding protein,424,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.366493939428122,14.66619034813749,-7.2996964087093685,4 h
O95639,CPSF4_HUMAN,CPSF4,sp|O95639|CPSF4_HUMAN,Cleavage and polyadenylation specificity factor subunit 4,269,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.568151763215397,16.462699747476186,0.10545201573921048,4 h
O95674,CDS2_HUMAN,CDS2,sp|O95674|CDS2_HUMAN,Phosphatidate cytidylyltransferase 2,445,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,4 h
O95707,RPP29_HUMAN,POP4,sp|O95707|RPP29_HUMAN,Ribonuclease P protein subunit p29,220,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.310116369750002,13.89373110049435,0.41638526925565245,4 h
O95714,HERC2_HUMAN,HERC2,sp|O95714|HERC2_HUMAN,E3 ubiquitin-protein ligase HERC2,4834,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.987469080948487,0.0,7.987469080948487,4 h
O95716,RAB3D_HUMAN,RAB3D,sp|O95716|RAB3D_HUMAN,Ras-related protein Rab-3D,219,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,4 h
O95721,SNP29_HUMAN,SNAP29,sp|O95721|SNP29_HUMAN,Synaptosomal-associated protein 29,258,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.690060663821122,14.59635333229466,0.0937073315264616,4 h
O95747,OXSR1_HUMAN,OXSR1,sp|O95747|OXSR1_HUMAN,Serine/threonine-protein kinase OSR1,527,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.488624684232274,16.309308327033698,0.17931635719857653,4 h
O95757,HS74L_HUMAN,HSPA4L,sp|O95757|HS74L_HUMAN,Heat shock 70 kDa protein 4L,839,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.916056186721988,15.55971199525746,0.3563441914645278,4 h
O95759,TBCD8_HUMAN,TBC1D8,sp|O95759|TBCD8_HUMAN,TBC1 domain family member 8,1140,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9982,0.0,0.0,0.0,4 h
O95772,STR3N_HUMAN,STARD3NL,sp|O95772|STR3N_HUMAN,STARD3 N-terminal-like protein,234,Homo sapiens,1:Experimental evidence at protein level,0.987,0.999,0.0,0.0,0.0,4 h
O95777,LSM8_HUMAN,LSM8,sp|O95777|LSM8_HUMAN,U6 snRNA-associated Sm-like protein LSm8,96,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.959652226050927,16.903696799811584,-0.9440445737606566,4 h
O95793,STAU1_HUMAN,STAU1,sp|O95793|STAU1_HUMAN,Double-stranded RNA-binding protein Staufen homolog 1,577,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.102502482357007,15.628706288604626,0.47379619375238136,4 h
O95801,TTC4_HUMAN,TTC4,sp|O95801|TTC4_HUMAN,Tetratricopeptide repeat protein 4,387,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.134072033217521,15.712715906616744,-0.5786438733992227,4 h
O95816,BAG2_HUMAN,BAG2,sp|O95816|BAG2_HUMAN,BAG family molecular chaperone regulator 2,211,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.353196887601612,16.105498111222012,0.24769877637960036,4 h
O95817,BAG3_HUMAN,BAG3,sp|O95817|BAG3_HUMAN,BAG family molecular chaperone regulator 3,575,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.389033850624333,14.730350319070844,0.6586835315534891,4 h
O95825,QORL1_HUMAN,CRYZL1,sp|O95825|QORL1_HUMAN,Quinone oxidoreductase-like protein 1,349,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,4 h
O95861,BPNT1_HUMAN,BPNT1,sp|O95861|BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1",308,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.18957427677352,15.9477581260542,0.24181615071931972,4 h
O95864,FADS2_HUMAN,FADS2,sp|O95864|FADS2_HUMAN,Acyl-CoA 6-desaturase,444,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.15847273734491,16.056735552094395,0.10173718525051356,4 h
O95865,DDAH2_HUMAN,DDAH2,sp|O95865|DDAH2_HUMAN,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",285,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.646671699441097,14.642720221830865,1.0039514776102312,4 h
O95881,TXD12_HUMAN,TXNDC12,sp|O95881|TXD12_HUMAN,Thioredoxin domain-containing protein 12,172,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.327732116887212,15.990927508548761,0.3368046083384506,4 h
O95900,TRUB2_HUMAN,TRUB2,sp|O95900|TRUB2_HUMAN,"Pseudouridylate synthase TRUB2, mitochondrial",331,Homo sapiens,1:Experimental evidence at protein level,0.9997,0.999,0.0,0.0,0.0,4 h
O95926,SYF2_HUMAN,SYF2,sp|O95926|SYF2_HUMAN,Pre-mRNA-splicing factor SYF2,243,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.037923039302036,13.918253198396268,0.11966984090576815,4 h
O95983,MBD3_HUMAN,MBD3,sp|O95983|MBD3_HUMAN,Methyl-CpG-binding domain protein 3,291,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.980824055382769,16.18179496899008,-0.20097091360731056,4 h
O95985,TOP3B_HUMAN,TOP3B,sp|O95985|TOP3B_HUMAN,DNA topoisomerase 3-beta-1,862,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.116976076645839,-7.116976076645839,4 h
O95989,NUDT3_HUMAN,NUDT3,sp|O95989|NUDT3_HUMAN,Diphosphoinositol polyphosphate phosphohydrolase 1,172,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.427563181996378,15.302900245634504,0.12466293636187409,4 h
O95997,PTTG1_HUMAN,PTTG1,sp|O95997|PTTG1_HUMAN,Securin,202,Homo sapiens,1:Experimental evidence at protein level,0.9986,0.999,15.408541711342352,14.72599452339698,0.6825471879453726,4 h
O95999,BCL10_HUMAN,BCL10,sp|O95999|BCL10_HUMAN,B-cell lymphoma/leukemia 10,233,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.893046842688264,14.836146792511876,0.056900050176388106,4 h
O96000,NDUBA_HUMAN,NDUFB10,sp|O96000|NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,172,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.659122489195841,15.755328543809501,-0.09620605461365983,4 h
O96005,CLPT1_HUMAN,CLPTM1,sp|O96005|CLPT1_HUMAN,Putative lipid scramblase CLPTM1,669,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.691057863111133,-14.691057863111133,4 h
O96006,ZBED1_HUMAN,ZBED1,sp|O96006|ZBED1_HUMAN,E3 SUMO-protein ligase ZBED1,694,Homo sapiens,1:Experimental evidence at protein level,0.9976,0.999,8.336507163863674,0.0,8.336507163863674,4 h
O96007,MOC2B_HUMAN,MOCS2,sp|O96007|MOC2B_HUMAN,Molybdopterin synthase catalytic subunit,188,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.488685078079312,14.917476863319806,-0.42879178524049344,4 h
O96008,TOM40_HUMAN,TOMM40,sp|O96008|TOM40_HUMAN,Mitochondrial import receptor subunit TOM40 homolog,361,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.915584938973762,15.48113694285885,0.4344479961149119,4 h
O96019,ACL6A_HUMAN,ACTL6A,sp|O96019|ACL6A_HUMAN,Actin-like protein 6A,429,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.47684643552754,16.25134513846256,0.22550129706498012,4 h
O96028,NSD2_HUMAN,NSD2,sp|O96028|NSD2_HUMAN,Histone-lysine N-methyltransferase NSD2,1365,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.085840951367352,14.200722090950741,-7.114881139583389,4 h
O96033,MOC2A_HUMAN,MOCS2,sp|O96033|MOC2A_HUMAN,Molybdopterin synthase sulfur carrier subunit,88,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.206609463993429,15.174065306894606,0.032544157098822524,4 h
P00167,CYB5_HUMAN,CYB5A,sp|P00167|CYB5_HUMAN,Cytochrome b5,134,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.5009406515948305,15.119393794536485,-7.618453142941655,4 h
P00338,LDHA_HUMAN,LDHA,sp|P00338|LDHA_HUMAN,L-lactate dehydrogenase A chain,332,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.827243221955833,19.92608409528284,-0.0988408733270063,4 h
P00367,DHE3_HUMAN,GLUD1,sp|P00367|DHE3_HUMAN,"Glutamate dehydrogenase 1, mitochondrial",558,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.58860707843805,16.878174018559953,-0.28956694012190454,4 h
P00374,DYR_HUMAN,DHFR,sp|P00374|DYR_HUMAN,Dihydrofolate reductase,187,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.888554682240636,14.739831851050965,0.1487228311896711,4 h
P00395,COX1_HUMAN,MT-CO1,sp|P00395|COX1_HUMAN,Cytochrome c oxidase subunit 1,513,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.451524385382575,-7.451524385382575,4 h
P00403,COX2_HUMAN,MT-CO2,sp|P00403|COX2_HUMAN,Cytochrome c oxidase subunit 2,227,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.987394498224532,15.712166530783076,-0.724772032558544,4 h
P00414,COX3_HUMAN,MT-CO3,sp|P00414|COX3_HUMAN,Cytochrome c oxidase subunit 3,261,Homo sapiens,1:Experimental evidence at protein level,0.9271,0.9989,0.0,0.0,0.0,4 h
P00441,SODC_HUMAN,SOD1,sp|P00441|SODC_HUMAN,Superoxide dismutase [Cu-Zn],154,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.892399800745956,18.130530768119435,-0.23813096737347905,4 h
P00491,PNPH_HUMAN,PNP,sp|P00491|PNPH_HUMAN,Purine nucleoside phosphorylase,289,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.477745916447518,18.965918551045696,-0.48817263459817894,4 h
P00492,HPRT_HUMAN,HPRT1,sp|P00492|HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase,218,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.127457534736976,17.331699485212994,-0.20424195047601756,4 h
P00505,AATM_HUMAN,GOT2,sp|P00505|AATM_HUMAN,"Aspartate aminotransferase, mitochondrial",430,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.618537466001317,15.703668315179208,-0.08513084917789016,4 h
P00558,PGK1_HUMAN,PGK1,sp|P00558|PGK1_HUMAN,Phosphoglycerate kinase 1,417,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.477539643583636,20.481292541157735,-0.0037528975740990234,4 h
P00734,THRB_HUMAN,F2,sp|P00734|THRB_HUMAN,Prothrombin,622,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.318857136440803,7.709968192515235,-0.39111105607443175,4 h
P00747,PLMN_HUMAN,PLG,sp|P00747|PLMN_HUMAN,Plasminogen,810,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.118810245296963,17.778685983099876,-0.6598757378029134,4 h
P00813,ADA_HUMAN,ADA,sp|P00813|ADA_HUMAN,Adenosine deaminase,363,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.71240480062987,19.577852843969417,0.13455195666045228,4 h
P00846,ATP6_HUMAN,MT-ATP6,sp|P00846|ATP6_HUMAN,ATP synthase subunit a,226,Homo sapiens,1:Experimental evidence at protein level,0.9319,0.999,0.0,7.117365238842947,-7.117365238842947,4 h
P00966,ASSY_HUMAN,ASS1,sp|P00966|ASSY_HUMAN,Argininosuccinate synthase,412,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.587582658136013,16.08836955560266,-0.5007868974666483,4 h
